bathrooms,bedrooms,finishedsqft,price,totalrooms
2,3,2065,2600000,6
1,2,1000,1205000,5
12,9,1853,1575000,9
1,2,1252,1075000,5
2,2,1964,1010000,7
2,3,1129,1220000,9
3.5,4,2065,3150000,6
1,2,1534,360000,4
1,2,1130,1300000,8
1,1,619,605000,4
1,1,600,666000,3
2,2,982,1155000,5
1,1,788,745000,4
2,2,1409,1150000,4
2,2,1615,1560000,5
1,1,950,890000,3
2,2,650,525000,4
3.5,3,1890,1601000,6
2,2,1145,535,5
2,4,2416,710000,8
3,5,3500,2600000,13
1,2,1775,863500,6
1,1,652,726000,3
3,3,1569,1500500,5
1,2,825,1165000,4
2,3,1325,1600000,6
1,2,812,648000,4
2,2,1374,728000,6
1,1,795,715000,3
1,1,989,750000,3
2,4,1420,1200000,6
1,1,539,515000,3
1,2,1335,1060000,6
2,3,1610,1555000,7
3,4,3485,1925000,13
1,2,1050,886000,5
2,4,1936,620000,8
1,3,2057,640000,5
1,2,1150,680500,5
3,4,2040,1650000,7
1,0,592,415000,2
1,1,830,725000,3
2,4,2029,1475000,9
4.5,4,3170,3625000,9
3,4,1532,766000,6
1,1,544,635500,3
1,2,884,876000,5
2,2,963,1035000,5
2,2,962,1125500,5
2,2,884,1325000,5
1,1,755,880000,3
1,1,713,807000,3
5,5,2800,2650000,11
2,2,1124,1240000,5
1,2,1100,775500,5
4.5,5,3714,3110000,12
3,3,1798,776000,6
2,4,1495,700000,4
3.25,4,3360,2353000,12
1,1,544,635500,3
1,1,652,800000,3
2,2,884,733000,5
1,2,881,880441,4
2,2,990,1116000,5
1,1,691,820000,3
1,1,602,575000,3
1,0,436,520000,2
1,2,1850,990000,8
2,2,1145,1127000,4
3.5,3,3014,5500000,6
1,2,812,760000,5
2,2,1272,905000,5
5,8,1561,738000,8
2,4,2335,1388000,8
1,2,1080,4200000,6
2,3,2281,1800000,6
2,4,2350,1118000,10
1,1,600,666000,3
1,2,978,765000,5
1,1,1030,850000,4
2,2,1126,1175000,4
1,1,575,640000,3
1.5,1,1000,1250000,4
3,3,2200,1975000,6
3,3,1528,1252000,6
1,2,1425,1798000,12
1,3,1410,796000,5
1,2,1032,979000,4
2,4,2283,2150000,8
2,2,1721,1301000,6
1,2,903,599000,4
1,2,884,850000,5
2,3,1325,1100000,6
2,2,958,1073000,5
2,2,990,1116000,5
1,3,640,419000,4
2,4,1918,1400000,8
1,3,1190,790000,5
4,6,2400,599000,12
1,1,900,861000,4
2,2,884,1210000,5
2,2,921,840000,5
1,1,644,725000,3
2,2,1173,900000,5
2,3,2182,2350000,5
2,3,1750,1990000,6
2,3,2201,2900000,6
2,2,1834,850000,7
2.5,3,1800,999000,5
2,4,2295,2325000,9
2.5,4,3100,2350000,7
2.5,3,2191,1395000,6
1,2,1505,968000,6
3,4,2137,1115000,8
1,2,1632,580000,6
1,2,1300,975000,5
1.5,2,941,1120000,6
1.5,2,1496,1350000,9
2,3,1200,620000,5
1,1,788,861000,3
2,2,1500,1080000,5
2,2,1035,845000,5
1,1,1308,1700000,6
3,4,1800,850000,6
1.25,2,1550,1195000,6
1,2,1677,885000,6
2.5,4,2933,1539000,8
1.5,2,1780,1240000,8
4,5,2340,988600,9
3,3,2850,2475000,7
1,2,937,943000,4
1,1,884,740000,3
2,2,1691,1400000,5
1,1,778,738500,3
2,2,987,1205000,3
6,2,2600,1762500,10
1,1,840,600000,4
2,3,1358,1501000,8
2,2,1855,1950000,8
2,3,1350,725000,7
2,3,1144,725000,5
2,7,2248,1390000,9
2,2,1794,1014000,6
3,4,4498,6500000,9
2,3,2065,1465000,8
2,3,1314,1175000,6
1,1,669,150000,3
2,2,1021,488000,4
1,1,652,726000,3
1,2,881,904500,5
2,2,884,1325000,5
1,1,671,680000,3
1,1,795,618000,2
1,1,566,648000,3
2,2,1223,1100000,4
2,2,1166,1405000,4
2,2,929,1040000,4
2,3,2124,1160000,9
2,2,983,959000,5
2.5,3,1896,1578000,4
3,3,975,1565000,4
2,2,969,1000000,4
3,4,2465,3200000,9
1.5,3,1893,1350000,5
1.5,2,1253,985000,6
2,3,1690,965000,5
4,3,2731,3050000,7
2,3,1101,500000,8
1,2,1137,900000,4
3,5,1800,3210000,6
2.5,2,1527,3500000,5
2,1,862,785000,3
2,4,1250,950000,5
1.5,2,1265,665000,5
5,6,4474,6850000,11
1,2,1092,930000,4
1,2,975,682500,5
2,3,1000,689000,5
1,2,1000,592000,5
1,2,884,876000,5
1,1,657,845000,3
1,1,656,665000,3
2,2,1256,678000,5
6,10,4831,2633000,18
2,2,1101,1010000,4
1,1,682,720000,4
7.5,16,5175,2601388,19
3,6,1900,12920,10
2,2,1130,815000,5
2,2,825,1350000,4
6,9,5000,1405000,7
3,3,1832,1395000,6
2,3,1463,1535000,7
2,2,2430,2150000,6
4,3,2609,2225000,10
3,5,3877,2450000,12
1,2,1450,1100000,5
4,5,2310,1289600,9
4,5,2500,1350000,6
2,3,1769,1351000,5
2,4,2070,2125000,8
7.5,5,9540,8900000,13
1,2,1200,1040000,5
2.5,3,1940,1625000,7
5.5,6,3919,4725500,11
1,2,978,705000,5
2,2,1460,2900000,5
1,2,855,1200000,5
3.5,4,1225,3400000,4
1,1,788,861000,3
1,2,787,899000,5
2,2,963,1031000,5
1.5,2,1000,765000,3
1,1,755,920000,3
2,2,1037,1185000,4
2,2,1238,1450000,4
2,2,1043,638000,6
1,1,861,851000,4
2,2,1530,1325000,4
1,3,1583,1060000,6
1.5,2,1026,1200000,4
1.5,1,849,915000,5
1,2,997,560000,4
1,1,721,625000,3
1,1,764,760000,3
1,1,781,615000,2
3,3,1550,1800000,5
3,3,1419,1465000,6
2,3,1398,1300000,5
2,3,1491,752500,6
2,2,1725,1100000,6
1,2,1200,499000,6
4,5,1800,645000,7
3,3,3293,1810000,8
1,1,718,565000,3
1,1,544,649000,3
1.5,3,1153,720000,4
1,1,710,815000,3
2,2,1058,1315000,4
1,2,2250,975000,8
1,2,925,1250000,5
1,2,1155,308000,4
1,1,716,532000,3
4,4,2600,2850000,10
1,0,410,407500,2
3.5,4,2723,2500000,7
2,3,1787,1625000,6
1,2,750,140000,5
1,2,1326,570000,6
1,1,838,574000,3
2,3,1090,1300000,5
2,3,937,1373000,4
2,3,1177,1400000,6
1,1,1070,527000,3
1,1,778,829000,3
1,2,876,868000,4
1,2,876,868000,4
2,2,1063,695000,5
3,3,3003,3350000,6
1,3,2010,1300000,6
5,6,4142,1800000,14
1.5,3,1770,955500,7
5,7,3288,1468000,15
2,1,874,1050000,3
1,1,640,410000,3
1,1,652,676100,3
1,1,725,773000,3
1,1,742,650000,2
2,2,1278,1618000,4
2,2,972,1008500,4
2,2,973,1060000,5
1,1,732,610000,3
3,4,1740,950000,9
1,2,1544,1400000,6
1,2,630,499000,3
3,4,2200,790000,7
1,2,1690,825000,6
1,2,960,856000,6
1,3,1600,960000,7
1,1,677,650000,3
3,3,1650,1315000,6
2,3,1384,1075000,6
3,4,1920,1650000,13
1,1,1897,861000,5
1,1,653,330000,3
3,3,2164,1700000,6
4.5,5,3674,6750000,10
1,1,1275,890000,5
3,3,1750,653500,7
5,5,3070,1866500,6
1,1,656,665000,3
1.5,1,1531,910000,5
2,2,1225,1200000,5
2,2,1225,1200000,5
4,3,1794,1600000,8
2,2,989,775000,4
3,2,1687,989000,4
2,2,1111,1425000,4
2.5,4,2250,1437500,12
1,1,825,729000,3
2,2,1041,1300000,4
1,4,1694,1290000,7
1,3,1048,555000,5
1,2,894,713000,4
2,3,1900,1800000,6
1,4,1503,925000,7
3.5,4,4007,3205000,10
1,2,1355,1250000,5
2.5,2,1600,1350000,9
1,3,1106,775000,5
2,2,884,676500,5
1,1,636,695000,3
1,1,725,773000,3
2,2,1470,1450000,6
2,2,1440,1100000,5
1,2,1375,1279000,5
2,3,1046,999500,4
1,1,635,740000,4
3,2,1512,1995000,5
1,1,691,915000,3
1.5,3,1625,2505000,6
2,3,1982,880000,8
2,2,1225,625000,5
2,3,836,635000,4
1,1,642,660000,3
1,1,640,663500,3
1,1,967,851000,4
2,2,1025,1144000,5
2,2,1163,849000,5
1,1,545,649000,3
1,1,965,690000,3
2,2,954,979000,6
2,3,1807,775000,6
3,2,2423,900000,11
3,5,2710,950000,11
1,2,1230,1030000,5
3,4,1846,1355000,7
3,6,4050,825000,18
2.5,3,1665,1125000,7
2,3,1565,1220000,8
1,2,1100,650000,5
5,5,2328,920000,8
1,2,1175,855000,5
1,2,1150,810000,5
3.5,4,4107,4375000,7
2,4,1275,1050000,7
1,2,1675,1525000,6
1,1,747,373000,3
3.5,3,3163,3450000,9
1,1,639,569500,3
1,1,951,915000,3
3,5,2354,1150000,8
1,1,900,765000,4
2,6,3420,2550000,12
1,2,1100,510000,5
2,2,1473,1162500,5
1,3,1740,2035000,7
1,2,1421,995000,5
3,4,2537,1350000,8
1,3,1844,3450000,6
2,3,896,490000,6
4,4,1684,620000,7
1,1,694,780000,3
1,1,643,660000,3
1,1,639,677000,3
1,1,693,605000,3
1,2,1250,1350000,5
1,0,450,535000,2
3,3,1440,1250000,6
3,3,1718,1087500,7
2,3,1400,782000,8
1.5,2,977,975000,4
1,2,855,1153000,4
2,5,2560,1638000,12
1,2,1062,1025000,4
1.5,3,1500,955000,6
1,4,1704,968000,7
2,3,2106,1135000,6
1,1,1008,895000,3
3,4,2362,1800000,8
3,4,2140,2200500,11
1,2,1265,755000,5
2,4,1998,2610000,8
2,4,1118,750000,5
2,2,1355,785000,8
3,4,1788,973000,7
1,4,1300,1751000,8
1.5,3,1400,852000,5
2,2,955,1160000,4
1,0,442,338000,2
1,1,640,649000,3
1,1,640,649000,3
2,2,1278,915000,5
6,7,3852,1225000,17
3,3,2949,2040000,7
1,2,995,217000,5
2,3,1500,1118000,7
1,2,1335,1103000,9
2,3,1365,1120000,6
1,1,1048,780000,4
2.5,3,1996,1320000,7
1,3,1232,490000,5
1,1,643,660000,3
2,2,969,1000000,5
1,1,600,675000,3
1,2,885,695500,4
3,2,1300,700000,6
2,3,900,732500,5
2,2,1068,1050000,5
1,2,1296,1150000,5
2,3,1728,960000,5
1,2,1024,700000,5
1,3,1046,741000,5
2.5,4,1851,920000,7
2,2,1645,1020000,6
5.5,6,6293,5000000,14
2,2,906,466000,5
1,1,642,634000,3
1,1,778,738500,3
1,2,1105,1081000,5
1,1,795,850000,3
4,4,2381,1995000,9
1,1,590,634000,4
1,2,1275,1250000,4
1,1,600,601000,4
1,2,1004,930000,5
3.5,4,2848,3050000,5
1,3,969,725000,5
2,3,1925,1450000,6
2,4,1672,905000,7
2,3,2552,1200000,7
2.5,2,1768,1845000,6
3.5,6,4035,2350000,12
2.5,2,2464,1500000,6
2,3,1384,491000,6
2,3,1424,635500,5
1,2,1200,750000,5
1,1,652,800000,3
2,2,836,749000,3
1,2,1105,1081000,5
1,1,920,765000,3
2,2,1180,885000,5
1,2,1025,638000,5
4,5,2829,1305000,13
2,2,1450,875000,4
1.5,2,1360,800000,5
2,2,916,337500,4
2,2,884,849500,5
1,1,764,840000,3
1,2,870,700000,4
2,2,1300,1495000,5
1,1,620,678000,3
2,3,1475,1550000,6
5,6,3679,860000,11
1,1,1004,1100000,5
1,2,1370,985000,5
4,5,2975,920000,9
1,1,615,525000,3
3,4,2789,990000,10
2,4,1919,1070000,7
3.5,4,3013,1820000,11
1,2,813,600000,4
2,3,1350,1150000,4
1,2,812,768000,4
2,2,935,499000,4
1,2,1250,656000,5
1,0,725,550000,2
2,2,1419,1675000,5
1,2,1053,950000,5
1,2,1950,1300000,8
1,2,1366,1305000,6
2,3,1625,915000,5
1,1,610,640000,4
1,2,1011,780000,4
2,2,977,1000000,5
2,2,1048,1150000,4
4,3,2588,3075000,6
1,1,665,600000,4
2,2,1562,1390000,5
1,1,781,720000,4
8,9,3786,2150000,16
1,2,960,610000,5
3,4,1329,1153000,6
2,4,2880,1127000,12
1,2,1454,1340000,6
2,3,1350,980000,6
1.5,2,936,990000,4
1,1,819,1098000,3
1,1,673,630000,2
1,2,1396,1600000,6
2.5,3,2710,2900000,9
4.5,4,4400,5105000,8
4.5,4,3725,7400000,9
1,2,1320,1051500,6
2,3,1361,1130000,6
2.5,3,1553,1650000,8
2.25,3,1450,718000,6
5,4,2680,1799000,7
2,3,1675,656500,5
2,1,1106,755000,2
2,3,1169,660000,8
4,3,3356,4200000,8
6,9,4433,2030000,18
1,3,836,630000,5
2,2,1043,920000,4
1,0,432,448000,1
2,2,1165,1495000,4
1,1,750,805000,5
1,2,784,925000,4
1,2,728,415000,4
2,2,1583,1260000,6
1,2,795,781000,2
2,2,1488,1410000,4
2,4,2300,2500000,10
3,2,2269,1600000,7
1,2,1144,920000,5
1,2,900,525000,4
1,3,1974,1320000,6
1.5,2,1349,1099000,6
1,3,1100,485500,6
1,1,2192,577500,8
2,2,1654,1000000,5
1,1,819,1050000,3
1,2,1366,785000,5
1.5,1,899,929000,3
2,3,1390,960000,8
2.5,3,1900,5500000,12
1,1,677,711000,3
3.5,4,3280,3400000,9
2,3,1600,940000,9
2,3,1600,960000,6
3.5,3,2187,2200000,6
1,3,844,380000,4
2,3,2900,2330000,6
2,3,1647,2070000,5
3,4,2270,1407000,8
1,1,677,237500,3
1,1,618,539000,3
1,1,668,685000,3
1,1,1225,600000,4
2,2,900,850000,4
2,2,1854,660000,6
1,1,1060,400000,4
2,3,1334,790000,6
1,1,800,619000,4
3,4,2575,2100000,7
1,2,1072,850000,5
4,5,2830,4500000,8
1,0,1127,850000,7
2,2,977,1150000,4
1,1,621,460000,2
2,6,1780,1100000,5
1,1,837,970000,3
4,7,3700,1479000,12
2.5,3,1800,2300000,8
1,2,1684,1475000,6
2,4,2725,4950000,8
1,2,1040,975000,5
3.5,4,1845,3360000,8
1,1,938,700000,5
1,3,2090,1084000,7
3,5,2000,950000,8
2,2,1310,1400000,6
3,5,2040,2250000,11
2.5,3,2062,830000,7
1,2,1100,751000,6
2,2,1162,1050000,5
6,7,3802,588000,15
1,1,672,695000,4
2,2,1010,967000,4
1,1,675,740000,3
1.5,1,892,695000,3
1.5,1,892,695000,3
1.5,1,808,995000,3
2,3,1369,1800000,6
2,2,1591,1935000,5
1,1,550,407500,4
1,1,663,560000,3
2,2,831,620000,5
2,2,866,450000,5
1,1,700,810000,5
2,3,1275,760000,6
1,2,822,795000,4
1,3,1212,1100000,5
2.5,4,1932,1250000,7
3,3,1878,1589000,6
3,3,1908,1710000,6
1,2,1200,680000,5
2,3,1355,725000,6
1,2,900,895000,13
1,2,708,950000,5
1,3,1300,800000,6
1,1,681,630000,3
1,2,1250,823500,5
1,1,418,555000,2
2,2,1352,1195000,6
2,3,2355,601000,7
5,7,3000,873000,7
1,1,682,475000,3
2.5,5,1500,670000,7
2,2,981,704000,4
1,1,900,750000,3
1,1,1502,1400000,4
2,3,1102,735000,5
2,2,1856,1400000,3
1,2,1155,630000,5
1,2,1220,723000,5
3,5,2732,1059000,12
2,2,1200,926000,4
2.5,4,2362,2375000,7
2,4,2100,715000,8
1,2,1288,837000,6
2,3,1275,1001000,6
4,4,2800,1449500,6
1,1,669,390000,3
1,2,970,950000,4
2.5,3,5279,3102000,10
2,3,1102,610000,5
2,4,2175,1400000,6
1,2,868,940000,4
1,2,1325,952000,5
2,3,2200,1100000,6
3,5,2360,1295000,9
2,5,2612,2100000,10
1.5,2,1386,1550000,5
3,4,890,3775000,10
2,2,1360,540000,4
2,3,1770,2595000,6
1,1,963,700000,5
1,2,1306,1125000,4
1,3,1150,1225000,7
2,3,1612,1550000,7
2,3,1360,1005000,5
1,2,1053,630000,5
3,5,2548,1098000,5
3.5,4,2547,2500000,8
1,3,1000,700000,4
2.5,3,1285,910000,6
2,3,1534,1534500,5
1,3,2000,1122000,7
2,3,1404,705000,6
3,4,2436,2200000,8
2,3,1666,885000,8
2,2,1030,760000,5
2.5,2,2231,985000,4
2,2,1238,1400000,4
2,2,1126,1000500,4
1,3,1282,1252500,5
2,1,1100,1269000,2
2,3,1330,917500,4
4,4,2414,3300000,8
2,3,1572,1450000,7
1,2,1525,762000,6
1,1,615,500000,2
4,4,2664,1700000,7
3,4,1973,2000000,10
1,2,1012,785000,5
2,4,1900,1334500,9
1.5,3,1528,1220000,7
3.5,6,2798,2100000,19
3,4,2854,2699000,7
1,2,1200,901000,5
1,2,800,690000,4
4,6,3200,770000,12
2,2,1480,830000,6
1,2,1293,975000,5
3.5,4,2670,2458000,11
2.25,4,2400,2500000,11
2,2,988,975000,4
2,3,1425,535000,6
1,2,1112,575000,5
1,1,757,770000,4
1,3,1175,350000,5
2,2,1153,975000,5
2,3,1300,1480000,7
3,4,2600,2300000,10
4.5,5,3645,5650000,10
1,2,708,620000,5
4,4,2225,1620000,6
2,4,2198,1115000,9
2,3,2100,1175000,6
2,2,1316,900000,5
2,2,900,1105000,6
2,2,885,975000,4
2,2,2420,1400000,9
3,4,2450,1680000,7
2,2,1650,630000,6
1,3,1654,1450000,6
1,3,2295,950000,7
2.5,3,1614,1650000,9
1,1,672,575000,3
2,3,3218,3195000,6
1,2,1605,1005000,7
1,2,1325,1230000,6
3,4,2400,1285000,7
3,2,2066,2050000,6
2,3,1885,1895000,6
2,3,1440,1085000,8
2,3,1782,1600000,6
1,2,1000,596500,4
3,7,3375,2000000,14
3,4,1728,475000,7
1,2,872,585000,4
1,1,658,687000,3
2,2,1400,1425000,5
1,2,900,450000,5
1,2,1050,715000,4
2,3,1660,1075000,6
4,4,1650,1500000,8
1,2,809,571000,4
2,3,1273,1450000,4
3.5,5,3350,3253000,10
1,1,734,587500,3
1.5,1,1241,945000,2
1,2,1112,640000,5
4,6,2964,2150000,6
2,2,1375,750000,5
2,3,1827,1430000,7
1,3,1234,1011000,5
2,5,1468,666500,5
1,2,1192,1410000,6
2.5,2,1611,1725000,5
3,5,2655,1520000,9
1,3,1240,1125000,6
2,2,1068,442000,5
1.5,1,2052,2270000,4
2,2,926,825000,5
2,2,1065,935000,5
1,1,923,935000,4
1,2,1302,1250000,5
1,3,1170,625000,6
2,3,1212,500000,5
2,3,1299,1020000,6
3,4,1941,1242500,8
1,1,624,14000,3
2,2,1208,1249000,4
3,3,2600,2940000,8
2,2,1170,1126125,5
2,4,1155,536000,6
2,2,2333,725000,8
6,8,3862,1700000,15
2,2,1500,1000000,6
2.5,3,1490,125000,8
2,2,916,337500,4
1,1,503,490000,4
1,1,563,650000,4
1,1,1501,1290000,4
1,1,800,675000,3
2,3,1945,1735000,8
2,3,2045,1850000,5
1,2,1137,820000,5
1.5,2,1007,811000,4
1,1,667,410000,3
2,2,958,1120000,4
2,3,1226,996000,4
2,3,1161,1350000,5
2,3,1951,2150000,7
1,2,1080,467000,5
1,2,1050,891000,5
1,1,677,723000,3
1,1,692,737000,3
1.5,1,830,550000,3
1,1,629,605000,3
1,1,822,780000,3
1,1,675,607500,3
2.5,2,1469,1850000,4
2,2,2120,1410000,7
2,2,1347,2100000,4
1,2,753,770000,4
2,3,1226,975000,4
2,3,1852,1365000,6
2,4,1750,1510000,9
1,3,1300,655500,6
1,2,1190,1390000,5
3.5,4,1780,1200000,8
1,1,526,600000,2
1,2,1165,999000,6
2,2,1160,1588000,5
1,1,744,475000,3
3.5,3,2545,1629500,6
2,2,872,450000,4
1,1,693,700000,3
1,1,682,709000,3
2,2,1210,1167000,4
2,2,1069,1410000,4
2,2,1516,1555000,5
2,2,1286,1250000,4
1,2,800,530000,4
5,4,4820,5500000,10
2,4,2012,670000,8
1,3,910,515000,4
1.5,3,1125,1040000,5
1,1,624,665000,3
1,1,692,689000,3
1,1,692,709500,3
1,1,682,719500,3
1,1,627,740500,3
2,3,1596,1545000,5
1,1,696,350000,3
2,3,1200,1050000,5
1,2,1205,650000,5
1,2,1762,1820000,5
4,1,2860,460000,13
2,3,1190,870000,6
2,2,1123,1301000,4
2,3,1550,651000,8
1,2,1250,1296000,5
4,3,1362,766000,6
1,2,1640,930000,10
4.5,4,2734,6000000,7
5,3,1540,685000,6
1,2,1025,602000,4
1,1,673,521500,3
1,1,791,615000,7
2,2,1689,575000,6
1,1,968,855000,6
1,1,712,315500,3
1,1,655,685000,3
2,2,938,1087000,4
2,3,1596,1527000,5
1,1,770,755000,4
2,3,1653,1225000,5
1,2,750,652000,3
1,3,750,672500,4
2,3,1330,875000,5
2,3,1226,975000,4
5,5,3854,4400000,8
1,3,1375,1060000,7
2,3,1206,925000,5
2,3,1175,908000,5
1,2,1000,925000,5
2,2,1359,1300000,6
2,3,1373,1429000,6
4,5,5335,3230000,16
3.5,6,3059,1250000,12
1,3,1950,1220000,8
2,4,1806,555000,8
1,2,862,705000,4
1,2,833,708000,5
1,1,745,400000,3
1,1,670,685000,3
1,1,679,665000,3
1,1,677,709000,3
2,2,938,1094500,4
2,3,1596,1567000,5
1,2,925,784000,5
1,2,750,639000,4
1,2,750,642000,3
2,3,1330,860000,4
2,3,1226,910000,4
2,2,1330,967000,4
2,3,1225,1007000,3
1,1,1164,735000,4
2,2,1099,820000,4
2,2,1032,1060000,4
2,2,1075,1300000,4
2,2,931,990000,5
1,2,750,649000,3
2,3,1226,877500,4
2,3,1330,917000,4
2,3,1226,1012500,4
1,2,936,1065000,4
2,2,960,718000,5
1.5,2,1181,925000,5
3,6,3691,1265000,12
1,2,760,760000,4
2,2,1058,950000,5
2,2,1174,1051500,5
2,3,1560,925000,8
1,2,850,650000,4
2,2,1075,1210000,4
2,2,1123,1252000,4
2,2,1038,1254000,4
2,2,1059,1277000,4
3,2,1508,1400000,4
2,3,1226,885000,4
2,3,1226,1285000,4
2,2,1150,650000,6
2,2,1340,1085000,7
1,2,816,490000,4
1,1,1969,1622500,2
1,2,877,599000,4
4.5,4,2588,1750000,9
2,3,1543,1200000,7
2,2,2040,1725000,7
2,2,1577,700000,6
3,6,2491,1190000,6
4,5,3484,1050000,4
2.5,3,2418,2650000,7
2,4,2850,632000,9
1,3,2440,769000,10
4.5,4,3972,3550000,9
2,2,970,953000,4
1,1,770,695000,4
3,5,1937,1510000,10
3,4,1450,868000,6
1,3,1893,710000,8
3,4,1700,928000,7
3.5,4,2413,2130000,6
1.5,3,1775,1600000,6
2,2,1700,679000,7
2,3,1540,701000,6
3,2,1310,1660000,6
1.5,3,1850,2300000,6
2,4,1500,505000,4
2,3,1200,1255000,10
5,4,2187,1605000,8
2,4,1799,1735000,6
2,2,1743,1930000,6
2,2,975,1028000,4
1,1,624,652500,3
2,2,916,337500,4
2,2,1059,1162000,4
2,2,1059,1217000,4
2,2,1075,1257000,4
2,2,750,650000,4
1,2,1000,595000,4
3.5,3,1048,3225000,8
1,1,732,681000,3
1,1,829,610000,3
1,1,750,600000,4
1,2,1072,961000,5
2,3,1471,1100000,6
1,0,650,520000,2
1,2,850,620000,4
1,1,677,675000,3
2,2,1032,1094000,4
1,2,1135,781500,5
1,2,1236,1280000,5
2,4,1800,439000,7
3,4,1920,730000,9
1,2,1560,762000,6
5,5,5070,1420000,10
2.5,3,2100,1375000,7
2,2,938,1112000,4
1,1,694,569000,4
2,2,1413,1350000,7
2,3,1600,475000,9
1.5,2,1200,1275000,5
1,3,1520,1210000,5
2.5,3,1750,1420000,7
1.5,3,1634,1375000,6
2,2,900,780000,5
1,2,1510,819000,6
2,3,1455,628000,7
2,3,1812,1000000,9
1,2,1054,825000,5
2.5,4,2020,1670000,8
2,2,3900,1650000,6
2,2,1019,1060000,4
1,1,770,689000,4
1,2,744,709000,4
2,2,1054,985000,5
2,3,1226,1075000,4
2,3,1753,1025000,6
2,3,2999,1330000,8
3,3,1515,835000,7
2,4,2000,1650000,7
2,2,1061,977000,4
2,2,950,1100000,4
1,2,770,765000,4
1,2,744,775000,4
1,2,1400,781500,4
1,3,1025,535000,5
2,2,1444,1289000,5
2,4,2132,935000,8
4,8,3264,1370000,13
2,2,1131,905000,4
1,3,1010,330000,5
7,9,5085,1550000,15
2,3,1401,930000,6
1,1,1000,656000,5
1,2,995,670000,5
2,4,2980,1180000,10
1,1,1245,1550000,5
2,2,1601,2075000,5
1,1,663,639000,3
1,2,744,784000,4
2,2,1338,1150000,4
2.5,4,3011,2500000,8
1,2,1092,1045000,5
2,4,1726,665500,7
1,1,250,713000,7
1,2,1148,1305000,5
2,2,1344,1227000,5
1,2,1150,775000,5
2,3,1540,1260000,6
1,2,1300,511000,6
2,3,1543,1095000,7
3,2,1332,600000,4
4,5,1963,1175000,13
2,3,1541,1164500,7
1,2,1225,611000,6
1,1,672,507500,3
1,1,605,650000,3
1,1,602,411000,3
1,1,796,722000,4
3,4,1970,1356000,4
2,3,1674,1400000,7
2.5,3,2191,1500000,8
2,3,1250,590000,11
1,2,1000,720000,14
2,3,1551,760000,3
3,4,2188,850000,8
1,2,1128,1330000,5
2,2,1061,685000,5
1,2,900,897000,4
3.5,3,2465,6875000,6
2,3,1440,350000,7
2.5,3,2154,799000,9
3.5,3,1763,1625000,8
5.1,5,4862,8650000,10
2,3,1250,738000,4
2,3,1450,760000,6
1,1,950,770000,4
1,1,685,655000,3
2,2,1290,950000,5
1,2,750,799000,4
1,1,1530,1500000,9
3,4,2170,1605000,6
3,3,1650,2000000,6
3,3,2613,3800000,9
2,2,905,795000,4
2,2,1357,760000,6
1,2,1350,1025000,6
1,3,1370,780000,6
1,2,1855,340000,12
3,4,1626,710000,7
1,1,665,410000,3
3,4,1696,850000,8
1,1,728,720000,4
3.5,9,4434,345000,18
1.5,2,1755,1190000,6
1,1,877,620000,4
1,2,925,750000,5
1,1,852,750000,4
1,2,748,774000,4
1,1,616,470000,3
2,2,975,910000,7
3,4,1431,500000,4
2,3,1635,1195000,6
7,9,5085,1550000,15
1,3,1700,825000,7
1,3,2000,850000,8
1,2,1290,1200000,6
2,3,1603,1575000,6
2,3,1270,745000,5
3,6,2993,1216000,10
2,3,1950,720000,5
2,2,995,1150000,4
2,2,1175,1148000,4
1,2,1131,601000,4
1,2,1200,1009000,5
2,3,1312,910000,5
3,4,3160,1835000,10
4,5,3000,1525000,7
1,1,518,484000,4
1,2,970,550000,4
1,2,925,738000,5
1,1,504,600000,3
1,1,770,674000,4
1,1,807,706000,3
1,0,390,420000,2
1,2,1250,589000,6
1,2,1375,650000,5
1,1,811,730000,4
2,4,1270,1500000,5
2,4,1845,1900000,8
4,4,3773,6500000,9
1,2,841,650000,4
2,4,1958,1180000,8
2,2,1135,900000,4
2,3,1272,1350000,6
2,1,1000,550000,4
1,2,780,665000,4
3,6,2356,480000,10
2,2,1515,532000,7
1,2,985,585000,5
2,3,1512,1150000,6
1,0,592,375000,2
1,2,914,875500,4
3,5,2788,1795000,10
3.5,4,2059,1252000,8
2,2,1000,360000,5
3,3,2231,825000,4
1,0,329,375000,2
2,2,974,803000,4
1,1,3060,815000,9
2,3,1410,375000,8
2,3,1520,1325000,4
2,3,1864,1750000,6
1,2,957,651000,4
1,2,1076,760000,5
2,3,1183,499000,6
1,2,937,840000,4
2,3,1388,1068000,6
2,2,1024,1105000,5
3,2,1200,1100000,4
3.5,4,1890,1500000,7
3.5,4,2784,2875000,7
1,2,1208,1120000,4
4.5,5,3900,3225000,14
2,3,1328,905000,6
1,3,1300,715000,6
1,3,1393,911500,5
2,3,1213,949000,6
3,3,1904,800000,7
1,1,803,385000,3
2,2,1441,1175000,5
3,2,1205,771000,5
2,2,1030,900000,4
1,2,900,760000,4
2,2,1091,890000,4
2,2,1041,1000000,4
1,2,1117,1560000,6
2,2,2398,2000000,6
2,3,1256,887500,5
2,3,1315,848000,8
1,3,1300,785000,6
1,1,625,585000,2
2,3,1270,889000,6
3,3,1375,749500,6
2,2,1435,885000,5
1,1,971,1495000,3
1.5,1,1022,500000,4
3,7,2801,850000,12
1.5,2,1190,1525000,6
1,2,1187,665000,5
2.5,2,1771,982000,6
1,1,703,4650000,3
